#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  2.0504  -13.4724  -12.5233   -9.3314   -1.2422    1.1194   11.0855   11.5424   12.0981
  2.0950  -13.3466  -12.4468   -9.6385   -1.0660    0.9833   10.9473   12.0068   12.2599
  2.1397  -13.2117  -12.3853   -9.9236   -0.8774    0.8268   10.8288   12.3460   12.3922
  2.1844  -13.0676  -12.3518  -10.1722   -0.6763    0.6495   10.7347   12.5255   12.6068
  2.2290  -12.9144  -12.3635  -10.3657   -0.4629    0.4520   10.6675   12.6536   12.7790
  2.2737  -12.7521  -12.4376  -10.4858   -0.2374    0.2350   10.6281   12.7712   12.8785
  2.3183  -12.5808  -12.5807  -10.5247   -0.0000    0.0000   10.6154   12.8643   12.8742
  2.3183  -12.5808  -12.5807  -10.5247   -0.0000    0.0000   10.6154   12.8643   12.8742
  2.4077  -13.0308  -12.2111  -10.4001   -0.5163    0.5101   10.6573   12.3802   12.9866
  2.4970  -13.5931  -11.8060  -10.1078   -1.0798    1.0655   10.7387   11.5643   12.9834
  2.5863  -14.1882  -11.3662   -9.7251   -1.6723    1.6642   10.6837   10.7293   12.7469
  2.6756  -14.7810  -10.8924   -9.2859   -2.2772    2.3034    9.8158   10.4368   11.8699
  2.7650  -15.3552  -10.3859   -8.8070   -2.8802    2.9801    8.9856    9.8734   11.0319
  2.8543  -15.9025   -9.8480   -8.2985   -3.4698    3.6903    8.2032    9.2087   10.2403
  2.9436  -16.4177   -9.2808   -7.7683   -4.0372    4.4288    7.4732    8.5370    9.5020
  3.0329  -16.8978   -8.6868   -7.2238   -4.5751    5.1898    6.7984    7.8941    8.8202
  3.1223  -17.3404   -8.0694   -6.6725   -5.0781    5.9654    6.1802    7.2946    8.1961
  3.2116  -17.7440   -7.4332   -6.1229   -5.5421    5.6195    6.7454    6.7465    7.6306
  3.3009  -18.1073   -6.7844   -5.9637   -5.5842    5.1170    6.2499    7.1241    7.5214
  3.3902  -18.4296   -6.3403   -6.1315   -5.0670    4.6731    5.8104    6.6770    8.2758
  3.4796  -18.7100   -6.6700   -5.4859   -4.5828    4.2881    5.4279    6.2895    8.9033
  3.5689  -18.9481   -6.9511   -4.8635   -4.1437    3.9621    5.1034    5.9615    8.7010
  3.6582  -19.1433   -7.1826   -4.2855   -3.7623    3.6954    4.8374    5.6933    8.5456
  3.7475  -19.2955   -7.3636   -3.7795   -3.4507    3.4880    4.6301    5.4848    8.4334
  3.8369  -19.4044   -7.4932   -3.3790   -3.2195    3.3398    4.4820    5.3359    8.3593
  3.9262  -19.4697   -7.5712   -3.1194   -3.0772    3.2510    4.3930    5.2466    8.3183
  4.0155  -19.4915   -7.5972   -3.0292   -3.0292    3.2214    4.3633    5.2168    8.3045
